,Unnamed: 0,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Payday Loan,Credit-Builder Loan,Mortgage Loan,Debt Consolidation Loan,Student Loan,Home Equity Loan,Auto Loan,Personal Loan,Not Specified,Credit_Score,Payment_of_Min_Amount
2008,,,,,,,,352.0,,,,,,,,,,,,,,,,,,,,,
2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,,,,,,,,,,,,,,,,,580.8438848,,,,,,,,,,,,
2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,
2025,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,
2026,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,
2027,,,,,,1477.0,,,60.0,,,,,,,,,,,,,,,,,,,,
2028,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,
2029,,,,,,,,,59.0,,,,,,,,,,,,,,,,,,,,
2030,,,,,,,,,60.0,,,,,,,,10000.0,,,,,,,,,,,,
2031,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,
2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,,,,,1777.0,,,,,,,,,,,,,,,,,,,,,,,,
2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,,,,,,,,,,,,,,,,,905.9374723,,,,,,,,,,,,
2041,,,,,,,,,,,,,,,,,620.8051628,,,,,,,,,,,,
2042,,,,,,,,,,,,,,,,,,901.9842687,,,,,,,,,,,
2043,,,,,,,,,,,,,,,,,1209.865496,,,,,,,,,,,,
2044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,,,,,,,3487.0,,,,,,,,,,,,,,,,,,,,,,
2049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,,,,,,,,,,,,,,,,42456.0,,,,,,,,,,,,,
2052,,,,,,615.0,,,,,,,,,,,10000.0,,,,,,,,,,,,
2053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
2056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
2069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
2074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,,,,,,,,,,,,,,,,26884.0,,,,,,,,,,,,,
2083,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
2084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,,,,,,,,,,,,,,,,37002.0,,,,,,,,,,,,,
2091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,,,12311582.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,,8406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
2108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2118,,,,,,,,,,,,,,,,13320.0,,,,,,,,,,,,,
2119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2120,,,,,,184.0,,,,,,,,,,,,,,,,,,,,,,,
2121,,,,,,,3755.0,,,,,,,,,,,,,,,,,,,,,,
2122,,,,,,1192.0,,,,,,,,,,,,,,,,,,,,,,,
2123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2124,,,,,,,,,,,,,,,,72358.0,,,,,,,,,,,,,
2125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135,,,,,,,,,,,,2238.0,,,,,,,,,,,,,,,,,
2136,,,,,,,,,,,35.82,,4090.5,,,,,,,,,,,,,,,,
2137,,,,,1096.0,,,,,,29.82,,4090.5,,,,,,,,,,,,,,,,
2138,,,,,,,,,,,29.82,,4090.5,,,,,,,,,,,,,,,,
2139,,,,,,,,,,,29.82,,4090.5,,,,,,,,,,,,,,,,
2140,,,,,,,,,,,29.82,,4090.5,,,,,,,,,,,,,,,,
2141,,,,,,,,,,,29.82,,4090.5,,,,,,,,,,,,,,,,
2142,,,,,,,,,,,29.82,,4090.5,,,,627.2304683,,,,,,,,,,,,
2143,,,,,,97.0,,,,,,,4090.5,,,,,,,,,,,,,,,,
2144,,,,,,,,,,,,,4196.17,,,,,,,,,,,,,,,,
2145,,,,,,,,,,,,,4196.17,,,,,,,,,,,,,,,,
2146,,,,,,,,,,,,,4196.17,,,50814.0,,,,,,,,,,,,,
2147,,,,,,,,,,,,,4196.17,,,49271.0,,,,,,,,,,,,,
2148,,,,,803.0,,,,,,,,4196.17,,,,,,,,,,,,,,,,
2149,,,,,,,,,,,,,4196.17,,,,,,,,,,,,,,,,
2150,,,,,,,,,,,,,4196.17,,,,,,,,,,,,,,,,
2151,,,,,,,,,,,,,4196.17,,,,,,,,,,,,,,,,
2152,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
2153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
2159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2165,,1424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2166,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
2167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,,,,,,,,,59.0,,,,,,,,10000.0,,,,,,,,,,,,
2169,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,
2170,,,,,,,,,59.0,,,,,,,,,,,,,,,,,,,,
2171,,,,,,,,,59.0,,,,,,,,,,,,,,,,,,,,
2172,,-500.0,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,
2173,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,
2174,,,,,494.0,,,100.0,60.0,,,,,,,,,,,,,,,,,,,,
2175,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,
2176,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,
2177,,,,,,,,,,,,996.0,,,,,,,,,,,,,,,,,
2178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2180,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
2181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2189,,,,,,,2882.0,,,,,,,,,,,,,,,,,,,,,,
2190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2191,,-500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2192,,,,,744.0,,,,,,,,,,,,,,,,,,,,,,,,
2193,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
2194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205,,-500.0,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
2206,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
2207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,,,,,,,,,,,,,,,,,,983.7086822,,,,,,,,,,,
2209,,,,,1139.0,,,,,,,,,,,,,869.3568506,,,,,,,,,,,
2210,,,,,,,,,,,,,,,,,889.6997544,,,,,,,,,,,,
2211,,,,,,,,,,,,,,,,,,960.0763705,,,,,,,,,,,
2212,,,,,,,,,,,,,,,,,,791.6512953,,,,,,,,,,,
2213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
2215,,-500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224,,,,,,,,,,,,,,,,,,1052.316725,,,,,,,,,,,
2225,,,,,,,,,,,,,,,,,589.2997913,,,,,,,,,,,,
2226,,,,,,,,100.0,,,,,,,,,,826.441373,,,,,,,,,,,
2227,,,,,,,,,,,,,,,,,966.2252443,,,,,,,,,,,,
2228,,,,,,,,,,,,,,,,,,1071.972849,,,,,,,,,,,
2229,,,,,,,,,,,,,,,,,10000.0,1176.400285,,,,,,,,,,,
2230,,,,,,,,,,,,,,,,,,938.2019893,,,,,,,,,,,
2231,,,,,,,,,,,,,,,,780.3175743,762.7394904,,,,,,,,,,,,
2232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236,,,,,,,4614.0,,,,,,,,,,,,,,,,,,,,,,
2237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,,,,,1414.0,,,100.0,,,,,,,,,,,,,,,,,,,,,
2240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2244,,,,,831.0,,,,,,,,,,,,,,,,,,,,,,,,
2245,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
2246,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
2247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2248,,,,,,,,,,,,,4293.32,,,,,,,,,,,,,,,,
2249,,,,,,,,,,,,,4293.32,,,,,,,,,,,,,,,,
2250,,,,,,,2550.0,,,,,,4293.32,,,,,,,,,,,,,,,,
2251,,,,,,,,,,,,,4293.32,,,,,,,,,,,,,,,,
2252,,,,,,,,,,,,,4293.32,,,,,,,,,,,,,,,,
2253,,,,,,,,,,,,,4293.32,,,,,,,,,,,,,,,,
2254,,,,,,,,,,,,,4293.32,,,,,,,,,,,,,,,,
2255,,,,,,,,,,,,,4293.32,,,,,,,,,,,,,,,,
2256,,,,,,,,,,,,,4432.68,,,,,,,,,,,,,,,,
2257,,,,,,,,,,,,,4432.68,,,,,,,,,,,,,,,,
2258,,,,,,,,,,,,,4432.68,,,,,,,,,,,,,,,,
2259,,,,,,,,,,,,,4432.68,,,,,,,,,,,,,,,,
2260,,,,,,,,,,,,,4432.68,,,,,,,,,,,,,,,,
2261,,,,,,,,,,,,,4432.68,,,,,,,,,,,,,,,,
2262,,,,,,,,,,,,,4432.68,,,,,,,,,,,,,,,,
2263,,,,,,,,,,,,,4432.68,,,,,,,,,,,,,,,,
2264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2265,,,,,,,5627.0,,,,,,,,,,,,,,,,,,,,,,
2266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
2270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2273,,6953.0,,,,,,472.0,,,,,,,,,,,,,,,,,,,,,
2274,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
2275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,,5626.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2289,,,,,,,,1017.0,,,,,,,,,,,,,,,,,,,,,
2290,,4471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2292,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
2293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2295,,,,,,,,945.0,,,,,,,,,,,,,,,,,,,,,
2296,,,,,,,,,,1867.0,,,,,,,,,,,,,,,,,,,
2297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,,,,,,,215.0,100.0,,,,,,,,8341.0,,,,,,,,,,,,,
2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2303,,,22409880.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2304,,548.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305,,,,,,,438.0,,,,,,,,,,,,,,,,,,,,,,
2306,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
2307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,,,,,1613.0,,,,,,,,,,,,,,,,,,,,,,,,
2314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2319,,,,,,,,146.0,,,,,,,,,,,,,,,,,,,,,
2320,,,,,,,,,,,,,,,,,727.9822228,,,,,,,,,,,,
2321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331,,,,,741.0,,,,,,,,,,,,,,,,,,,,,,,,
2332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2333,,,,,121.0,,,,,,,,,,,,,,,,,,,,,,,,
2334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335,,,,,,,2565.0,,,,,,,,,,,,,,,,,,,,,,
2336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2339,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
2340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
2349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,,,177150.4,14710.53333,,,,,,,,,,,,472.2784577,,942.2705906,,,,,,,,,,,
2353,,,177150.4,14710.53333,,,,,,,,,,,,472.2784577,,,,,,,,,,,,,
2354,,,177150.4,14710.53333,,,,,,,,,,,,472.2784577,1299.584468,,,,,,,,,,,,
2355,,,177150.4,,,,,100.0,,,,,,,,472.2784577,,1018.668802,,,,,,,,,,,
2356,,,177150.4,14710.53333,,,,,,,,,,,,472.2784577,816.9023299,,,,,,,,,,,,
2357,,,177150.4,14710.53333,,,,,,,,,,,,472.2784577,606.3935648,,,,,,,,,,,,
2358,,,177150.4,14710.53333,,264.0,,,,,,,,,,472.2784577,1674.337665,,,,,,,,,,,,
2359,,,177150.4,14710.53333,,,,,,,,,,,,472.2784577,,1082.382075,,,,,,,,,,,
2360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365,,,,,,,,,,,,,,,,,669.8898104,,,,,,,,,,,,
2366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2372,,,,,,,2091.0,,,,,,,,,,,,,,,,,,,,,,
2373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2375,,,,,,,4892.0,,,,,,,,,,,,,,,,,,,,,,
2376,,,,,,,,,,,,,,,,,1359.394441,,,,,,,,,,,,
2377,,,,,,,,,,,,,,,,,1072.889719,,,,,,,,,,,,
2378,,,,,,,,,,,,,,,,,,1114.890922,,,,,,,,,,,
2379,,,,,,,,,,,,,,,,,,1188.894505,,,,,,,,,,,
2380,,,,,,,,,,,,,,,,,,1001.749226,,,,,,,,,,,
2381,,,,,,,,,,,,,,,,,683.8709535,,,,,,,,,,,,
2382,,,,,,,,,,,,,,,,4040.0,,1033.173395,,,,,,,,,,,
2383,,,,,,,,,,,,,,,,,1385.081349,,,,,,,,,,,,
2384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2389,,,,,,137.0,,,,,,,,,,,10000.0,,,,,,,,,,,,
2390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
2393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2398,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
2399,,-500.0,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
2400,,,,,,,,,,,,,,,,,605.6547311,,,,,,,,,,,,
2401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,,,,,,,,,,,,,,,,,,910.7841764,,,,,,,,,,,
2403,,,,,,,,,,,,,,,,,10000.0,884.2136583,,,,,,,,,,,
2404,,,,,,,,,,,,,,,,,,803.8883969,,,,,,,,,,,
2405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2406,,,,,,,,,,,,,,,,,,808.3087251,,,,,,,,,,,
2407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2408,,,,,,,,,,,,,,,,,,846.8766195,,,,,,,,,,,
